,open,high,low,close,volume,value,ma,stddev,upper,lower
2023-03-02 17:00:00,30931000.0,31014000.0,30890000.0,30966000.0,304.87396214,9434813777.99622,31016600.0,75861.97993725183,31320047.919749007,30713152.080250993
